aseg.csv,aseg_bigregions.csv,brainstem.csv,lh.aparc.a2009s.csv,lh.aparc.csv,lh.aparc.DKTatlas.csv,lh.aparc.pial.a2009s.csv,lh.aparc.pial.csv,lh.aparc.pialDKT.csv,lh.BA_exvivo.csv,lhpcsub.csv,rh.aparc.a2009s.csv,rh.aparc.csv,rh.aparc.DKTatlas.csv,rh.aparc.pial.a2009s.csv,rh.aparc.pial.csv,rh.aparc.pialDKT.csv,rh.BA_exvivo.csv,rhpcsub.csv,wmparc.csv
3rd-ventricle,brainsegvol,medulla,g&s_cingul-ant_curvind,bankssts_curvind,caudalanteriorcingulate_curvind,g&s_cingul-ant_surfarea,bankssts_surfarea,caudalanteriorcingulate_surfarea,ba1_exvivo_curvind,ca1,g&s_cingul-ant_curvind,bankssts_curvind,caudalanteriorcingulate_curvind,g&s_cingul-ant_surfarea,bankssts_surfarea,caudalanteriorcingulate_surfarea,ba1_exvivo_curvind,ca1,wm-lh-bankssts
4th-ventricle,brainsegvolnotvent,midbrain,g&s_cingul-ant_foldind,bankssts_foldind,caudalanteriorcingulate_foldind,g&s_cingul-mid-ant_surfarea,caudalanteriorcingulate_surfarea,caudalmiddlefrontal_surfarea,ba1_exvivo_foldind,ca3,g&s_cingul-ant_foldind,bankssts_foldind,caudalanteriorcingulate_foldind,g&s_cingul-mid-ant_surfarea,caudalanteriorcingulate_surfarea,caudalmiddlefrontal_surfarea,ba1_exvivo_foldind,ca3,wm-lh-caudalanteriorcingulate
brain-stem,brainsegvolnotventsurf,pons,g&s_cingul-ant_gauscurv,bankssts_gauscurv,caudalanteriorcingulate_gauscurv,g&s_cingul-mid-post_surfarea,caudalmiddlefrontal_surfarea,cuneus_surfarea,ba1_exvivo_gauscurv,ca4,g&s_cingul-ant_gauscurv,bankssts_gauscurv,caudalanteriorcingulate_gauscurv,g&s_cingul-mid-post_surfarea,caudalmiddlefrontal_surfarea,cuneus_surfarea,ba1_exvivo_gauscurv,ca4,wm-lh-caudalmiddlefrontal
cc,cerebralwhitemattervol,scp,g&s_cingul-ant_grayvol,bankssts_grayvol,caudalanteriorcingulate_grayvol,g&s_frontomargin_surfarea,cuneus_surfarea,entorhinal_surfarea,ba1_exvivo_grayvol,fimbria,g&s_cingul-ant_grayvol,bankssts_grayvol,caudalanteriorcingulate_grayvol,g&s_frontomargin_surfarea,cuneus_surfarea,entorhinal_surfarea,ba1_exvivo_grayvol,fimbria,wm-lh-cuneus
left-accumbens-area,cortexvol,whole_brainstem,g&s_cingul-ant_meancurv,bankssts_meancurv,caudalanteriorcingulate_meancurv,g&s_occipital_inf_surfarea,entorhinal_surfarea,fusiform_surfarea,ba1_exvivo_meancurv,gc-ml-dg,g&s_cingul-ant_meancurv,bankssts_meancurv,caudalanteriorcingulate_meancurv,g&s_occipital_inf_surfarea,entorhinal_surfarea,fusiform_surfarea,ba1_exvivo_meancurv,gc-ml-dg,wm-lh-entorhinal
left-amygdala,left_meanthickness,,g&s_cingul-ant_numvert,bankssts_numvert,caudalanteriorcingulate_numvert,g&s_paracentral_surfarea,frontalpole_surfarea,inferiorparietal_surfarea,ba1_exvivo_numvert,hata,g&s_cingul-ant_numvert,bankssts_numvert,caudalanteriorcingulate_numvert,g&s_paracentral_surfarea,frontalpole_surfarea,inferiorparietal_surfarea,ba1_exvivo_numvert,hata,wm-lh-frontalpole
left-caudate,left_pialsurfarea,,g&s_cingul-ant_surfarea,bankssts_surfarea,caudalanteriorcingulate_surfarea,g&s_subcentral_surfarea,fusiform_surfarea,inferiortemporal_surfarea,ba1_exvivo_surfarea,hippocampal-fissure,g&s_cingul-ant_surfarea,bankssts_surfarea,caudalanteriorcingulate_surfarea,g&s_subcentral_surfarea,fusiform_surfarea,inferiortemporal_surfarea,ba1_exvivo_surfarea,hippocampal-fissure,wm-lh-fusiform
left-cerebellum-cortex,left_whitesurfarea,,g&s_cingul-ant_thickavg,bankssts_thickavg,caudalanteriorcingulate_thickavg,g&s_transv_frontopol_surfarea,inferiorparietal_surfarea,insula_surfarea,ba1_exvivo_thickavg,hippocampal_tail,g&s_cingul-ant_thickavg,bankssts_thickavg,caudalanteriorcingulate_thickavg,g&s_transv_frontopol_surfarea,inferiorparietal_surfarea,insula_surfarea,ba1_exvivo_thickavg,hippocampal_tail,wm-lh-inferiorparietal
left-cerebellum-white-matter,lhcerebralwhitemattervol,,g&s_cingul-ant_thickstd,bankssts_thickstd,caudalanteriorcingulate_thickstd,g_cingul-post-dorsal_surfarea,inferiortemporal_surfarea,isthmuscingulate_surfarea,ba1_exvivo_thickstd,molecular_layer_hp,g&s_cingul-ant_thickstd,bankssts_thickstd,caudalanteriorcingulate_thickstd,g_cingul-post-dorsal_surfarea,inferiortemporal_surfarea,isthmuscingulate_surfarea,ba1_exvivo_thickstd,molecular_layer_hp,wm-lh-inferiortemporal
left-hippocampus,lhcortexvol,,g&s_cingul-mid-ant_curvind,caudalanteriorcingulate_curvind,caudalmiddlefrontal_curvind,g_cingul-post-ventral_surfarea,insula_surfarea,lateraloccipital_surfarea,ba2_exvivo_curvind,parasubiculum,g&s_cingul-mid-ant_curvind,caudalanteriorcingulate_curvind,caudalmiddlefrontal_curvind,g_cingul-post-ventral_surfarea,insula_surfarea,lateraloccipital_surfarea,ba2_exvivo_curvind,parasubiculum,wm-lh-insula
left-inf-lat-vent,rhcerebralwhitemattervol,,g&s_cingul-mid-ant_foldind,caudalanteriorcingulate_foldind,caudalmiddlefrontal_foldind,g_cuneus_surfarea,isthmuscingulate_surfarea,lateralorbitofrontal_surfarea,ba2_exvivo_foldind,presubiculum,g&s_cingul-mid-ant_foldind,caudalanteriorcingulate_foldind,caudalmiddlefrontal_foldind,g_cuneus_surfarea,isthmuscingulate_surfarea,lateralorbitofrontal_surfarea,ba2_exvivo_foldind,presubiculum,wm-lh-isthmuscingulate
left-lateral-ventricle,rhcortexvol,,g&s_cingul-mid-ant_gauscurv,caudalanteriorcingulate_gauscurv,caudalmiddlefrontal_gauscurv,g_front_inf-opercular_surfarea,lateraloccipital_surfarea,lingual_surfarea,ba2_exvivo_gauscurv,subiculum,g&s_cingul-mid-ant_gauscurv,caudalanteriorcingulate_gauscurv,caudalmiddlefrontal_gauscurv,g_front_inf-opercular_surfarea,lateraloccipital_surfarea,lingual_surfarea,ba2_exvivo_gauscurv,subiculum,wm-lh-lateraloccipital
left-pallidum,right_meanthickness,,g&s_cingul-mid-ant_grayvol,caudalanteriorcingulate_grayvol,caudalmiddlefrontal_grayvol,g_front_inf-orbital_surfarea,lateralorbitofrontal_surfarea,medialorbitofrontal_surfarea,ba2_exvivo_grayvol,whole_hippocampus,g&s_cingul-mid-ant_grayvol,caudalanteriorcingulate_grayvol,caudalmiddlefrontal_grayvol,g_front_inf-orbital_surfarea,lateralorbitofrontal_surfarea,medialorbitofrontal_surfarea,ba2_exvivo_grayvol,whole_hippocampus,wm-lh-lateralorbitofrontal
left-putamen,right_pialsurfarea,,g&s_cingul-mid-ant_meancurv,caudalanteriorcingulate_meancurv,caudalmiddlefrontal_meancurv,g_front_inf-triangul_surfarea,lingual_surfarea,middletemporal_surfarea,ba2_exvivo_meancurv,,g&s_cingul-mid-ant_meancurv,caudalanteriorcingulate_meancurv,caudalmiddlefrontal_meancurv,g_front_inf-triangul_surfarea,lingual_surfarea,middletemporal_surfarea,ba2_exvivo_meancurv,,wm-lh-lingual
left-thalamus-proper,right_whitesurfarea,,g&s_cingul-mid-ant_numvert,caudalanteriorcingulate_numvert,caudalmiddlefrontal_numvert,g_front_middle_surfarea,medialorbitofrontal_surfarea,paracentral_surfarea,ba2_exvivo_numvert,,g&s_cingul-mid-ant_numvert,caudalanteriorcingulate_numvert,caudalmiddlefrontal_numvert,g_front_middle_surfarea,medialorbitofrontal_surfarea,paracentral_surfarea,ba2_exvivo_numvert,,wm-lh-medialorbitofrontal
left-ventraldc,subcortgrayvol,,g&s_cingul-mid-ant_surfarea,caudalanteriorcingulate_surfarea,caudalmiddlefrontal_surfarea,g_front_sup_surfarea,middletemporal_surfarea,parahippocampal_surfarea,ba2_exvivo_surfarea,,g&s_cingul-mid-ant_surfarea,caudalanteriorcingulate_surfarea,caudalmiddlefrontal_surfarea,g_front_sup_surfarea,middletemporal_surfarea,parahippocampal_surfarea,ba2_exvivo_surfarea,,wm-lh-middletemporal
right-accumbens-area,supratentorialvol,,g&s_cingul-mid-ant_thickavg,caudalanteriorcingulate_thickavg,caudalmiddlefrontal_thickavg,g_ins_lg&s_cent_ins_surfarea,paracentral_surfarea,parsopercularis_surfarea,ba2_exvivo_thickavg,,g&s_cingul-mid-ant_thickavg,caudalanteriorcingulate_thickavg,caudalmiddlefrontal_thickavg,g_ins_lg&s_cent_ins_surfarea,paracentral_surfarea,parsopercularis_surfarea,ba2_exvivo_thickavg,,wm-lh-paracentral
right-amygdala,supratentorialvolnotvent,,g&s_cingul-mid-ant_thickstd,caudalanteriorcingulate_thickstd,caudalmiddlefrontal_thickstd,g_insular_short_surfarea,parahippocampal_surfarea,parsorbitalis_surfarea,ba2_exvivo_thickstd,,g&s_cingul-mid-ant_thickstd,caudalanteriorcingulate_thickstd,caudalmiddlefrontal_thickstd,g_insular_short_surfarea,parahippocampal_surfarea,parsorbitalis_surfarea,ba2_exvivo_thickstd,,wm-lh-parahippocampal
right-caudate,supratentorialvolnotventvox,,g&s_cingul-mid-post_curvind,caudalmiddlefrontal_curvind,cuneus_curvind,g_oc-temp_lat-fusifor_surfarea,parsopercularis_surfarea,parstriangularis_surfarea,ba3a_exvivo_curvind,,g&s_cingul-mid-post_curvind,caudalmiddlefrontal_curvind,cuneus_curvind,g_oc-temp_lat-fusifor_surfarea,parsopercularis_surfarea,parstriangularis_surfarea,ba3a_exvivo_curvind,,wm-lh-parsopercularis
right-cerebellum-cortex,totalgrayvol,,g&s_cingul-mid-post_foldind,caudalmiddlefrontal_foldind,cuneus_foldind,g_oc-temp_med-lingual_surfarea,parsorbitalis_surfarea,pericalcarine_surfarea,ba3a_exvivo_foldind,,g&s_cingul-mid-post_foldind,caudalmiddlefrontal_foldind,cuneus_foldind,g_oc-temp_med-lingual_surfarea,parsorbitalis_surfarea,pericalcarine_surfarea,ba3a_exvivo_foldind,,wm-lh-parsorbitalis
right-cerebellum-white-matter,,,g&s_cingul-mid-post_gauscurv,caudalmiddlefrontal_gauscurv,cuneus_gauscurv,g_oc-temp_med-parahip_surfarea,parstriangularis_surfarea,postcentral_surfarea,ba3a_exvivo_gauscurv,,g&s_cingul-mid-post_gauscurv,caudalmiddlefrontal_gauscurv,cuneus_gauscurv,g_oc-temp_med-parahip_surfarea,parstriangularis_surfarea,postcentral_surfarea,ba3a_exvivo_gauscurv,,wm-lh-parstriangularis
right-hippocampus,,,g&s_cingul-mid-post_grayvol,caudalmiddlefrontal_grayvol,cuneus_grayvol,g_occipital_middle_surfarea,pericalcarine_surfarea,posteriorcingulate_surfarea,ba3a_exvivo_grayvol,,g&s_cingul-mid-post_grayvol,caudalmiddlefrontal_grayvol,cuneus_grayvol,g_occipital_middle_surfarea,pericalcarine_surfarea,posteriorcingulate_surfarea,ba3a_exvivo_grayvol,,wm-lh-pericalcarine
right-inf-lat-vent,,,g&s_cingul-mid-post_meancurv,caudalmiddlefrontal_meancurv,cuneus_meancurv,g_occipital_sup_surfarea,postcentral_surfarea,precentral_surfarea,ba3a_exvivo_meancurv,,g&s_cingul-mid-post_meancurv,caudalmiddlefrontal_meancurv,cuneus_meancurv,g_occipital_sup_surfarea,postcentral_surfarea,precentral_surfarea,ba3a_exvivo_meancurv,,wm-lh-postcentral
right-lateral-ventricle,,,g&s_cingul-mid-post_numvert,caudalmiddlefrontal_numvert,cuneus_numvert,g_orbital_surfarea,posteriorcingulate_surfarea,precuneus_surfarea,ba3a_exvivo_numvert,,g&s_cingul-mid-post_numvert,caudalmiddlefrontal_numvert,cuneus_numvert,g_orbital_surfarea,posteriorcingulate_surfarea,precuneus_surfarea,ba3a_exvivo_numvert,,wm-lh-posteriorcingulate
right-pallidum,,,g&s_cingul-mid-post_surfarea,caudalmiddlefrontal_surfarea,cuneus_surfarea,g_pariet_inf-angular_surfarea,precentral_surfarea,rostralanteriorcingulate_surfarea,ba3a_exvivo_surfarea,,g&s_cingul-mid-post_surfarea,caudalmiddlefrontal_surfarea,cuneus_surfarea,g_pariet_inf-angular_surfarea,precentral_surfarea,rostralanteriorcingulate_surfarea,ba3a_exvivo_surfarea,,wm-lh-precentral
right-putamen,,,g&s_cingul-mid-post_thickavg,caudalmiddlefrontal_thickavg,cuneus_thickavg,g_pariet_inf-supramar_surfarea,precuneus_surfarea,rostralmiddlefrontal_surfarea,ba3a_exvivo_thickavg,,g&s_cingul-mid-post_thickavg,caudalmiddlefrontal_thickavg,cuneus_thickavg,g_pariet_inf-supramar_surfarea,precuneus_surfarea,rostralmiddlefrontal_surfarea,ba3a_exvivo_thickavg,,wm-lh-precuneus
right-thalamus-proper,,,g&s_cingul-mid-post_thickstd,caudalmiddlefrontal_thickstd,cuneus_thickstd,g_parietal_sup_surfarea,rostralanteriorcingulate_surfarea,superiorfrontal_surfarea,ba3a_exvivo_thickstd,,g&s_cingul-mid-post_thickstd,caudalmiddlefrontal_thickstd,cuneus_thickstd,g_parietal_sup_surfarea,rostralanteriorcingulate_surfarea,superiorfrontal_surfarea,ba3a_exvivo_thickstd,,wm-lh-rostralanteriorcingulate
right-ventraldc,,,g&s_frontomargin_curvind,cuneus_curvind,entorhinal_curvind,g_postcentral_surfarea,rostralmiddlefrontal_surfarea,superiorparietal_surfarea,ba3b_exvivo_curvind,,g&s_frontomargin_curvind,cuneus_curvind,entorhinal_curvind,g_postcentral_surfarea,rostralmiddlefrontal_surfarea,superiorparietal_surfarea,ba3b_exvivo_curvind,,wm-lh-rostralmiddlefrontal
ventricles,,,g&s_frontomargin_foldind,cuneus_foldind,entorhinal_foldind,g_precentral_surfarea,superiorfrontal_surfarea,superiortemporal_surfarea,ba3b_exvivo_foldind,,g&s_frontomargin_foldind,cuneus_foldind,entorhinal_foldind,g_precentral_surfarea,superiorfrontal_surfarea,superiortemporal_surfarea,ba3b_exvivo_foldind,,wm-lh-superiorfrontal
,,,g&s_frontomargin_gauscurv,cuneus_gauscurv,entorhinal_gauscurv,g_precuneus_surfarea,superiorparietal_surfarea,supramarginal_surfarea,ba3b_exvivo_gauscurv,,g&s_frontomargin_gauscurv,cuneus_gauscurv,entorhinal_gauscurv,g_precuneus_surfarea,superiorparietal_surfarea,supramarginal_surfarea,ba3b_exvivo_gauscurv,,wm-lh-superiorparietal
,,,g&s_frontomargin_grayvol,cuneus_grayvol,entorhinal_grayvol,g_rectus_surfarea,superiortemporal_surfarea,transversetemporal_surfarea,ba3b_exvivo_grayvol,,g&s_frontomargin_grayvol,cuneus_grayvol,entorhinal_grayvol,g_rectus_surfarea,superiortemporal_surfarea,transversetemporal_surfarea,ba3b_exvivo_grayvol,,wm-lh-superiortemporal
,,,g&s_frontomargin_meancurv,cuneus_meancurv,entorhinal_meancurv,g_subcallosal_surfarea,supramarginal_surfarea,,ba3b_exvivo_meancurv,,g&s_frontomargin_meancurv,cuneus_meancurv,entorhinal_meancurv,g_subcallosal_surfarea,supramarginal_surfarea,,ba3b_exvivo_meancurv,,wm-lh-supramarginal
,,,g&s_frontomargin_numvert,cuneus_numvert,entorhinal_numvert,g_temp_sup-g_t_transv_surfarea,temporalpole_surfarea,,ba3b_exvivo_numvert,,g&s_frontomargin_numvert,cuneus_numvert,entorhinal_numvert,g_temp_sup-g_t_transv_surfarea,temporalpole_surfarea,,ba3b_exvivo_numvert,,wm-lh-temporalpole
,,,g&s_frontomargin_surfarea,cuneus_surfarea,entorhinal_surfarea,g_temp_sup-lateral_surfarea,transversetemporal_surfarea,,ba3b_exvivo_surfarea,,g&s_frontomargin_surfarea,cuneus_surfarea,entorhinal_surfarea,g_temp_sup-lateral_surfarea,transversetemporal_surfarea,,ba3b_exvivo_surfarea,,wm-lh-transversetemporal
,,,g&s_frontomargin_thickavg,cuneus_thickavg,entorhinal_thickavg,g_temp_sup-plan_polar_surfarea,,,ba3b_exvivo_thickavg,,g&s_frontomargin_thickavg,cuneus_thickavg,entorhinal_thickavg,g_temp_sup-plan_polar_surfarea,,,ba3b_exvivo_thickavg,,wm-rh-bankssts
,,,g&s_frontomargin_thickstd,cuneus_thickstd,entorhinal_thickstd,g_temp_sup-plan_tempo_surfarea,,,ba3b_exvivo_thickstd,,g&s_frontomargin_thickstd,cuneus_thickstd,entorhinal_thickstd,g_temp_sup-plan_tempo_surfarea,,,ba3b_exvivo_thickstd,,wm-rh-caudalanteriorcingulate
,,,g&s_occipital_inf_curvind,entorhinal_curvind,fusiform_curvind,g_temporal_inf_surfarea,,,ba44_exvivo_curvind,,g&s_occipital_inf_curvind,entorhinal_curvind,fusiform_curvind,g_temporal_inf_surfarea,,,ba44_exvivo_curvind,,wm-rh-caudalmiddlefrontal
,,,g&s_occipital_inf_foldind,entorhinal_foldind,fusiform_foldind,g_temporal_middle_surfarea,,,ba44_exvivo_foldind,,g&s_occipital_inf_foldind,entorhinal_foldind,fusiform_foldind,g_temporal_middle_surfarea,,,ba44_exvivo_foldind,,wm-rh-cuneus
,,,g&s_occipital_inf_gauscurv,entorhinal_gauscurv,fusiform_gauscurv,lat_fis-ant-horizont_surfarea,,,ba44_exvivo_gauscurv,,g&s_occipital_inf_gauscurv,entorhinal_gauscurv,fusiform_gauscurv,lat_fis-ant-horizont_surfarea,,,ba44_exvivo_gauscurv,,wm-rh-entorhinal
,,,g&s_occipital_inf_grayvol,entorhinal_grayvol,fusiform_grayvol,lat_fis-ant-vertical_surfarea,,,ba44_exvivo_grayvol,,g&s_occipital_inf_grayvol,entorhinal_grayvol,fusiform_grayvol,lat_fis-ant-vertical_surfarea,,,ba44_exvivo_grayvol,,wm-rh-frontalpole
,,,g&s_occipital_inf_meancurv,entorhinal_meancurv,fusiform_meancurv,lat_fis-post_surfarea,,,ba44_exvivo_meancurv,,g&s_occipital_inf_meancurv,entorhinal_meancurv,fusiform_meancurv,lat_fis-post_surfarea,,,ba44_exvivo_meancurv,,wm-rh-fusiform
,,,g&s_occipital_inf_numvert,entorhinal_numvert,fusiform_numvert,pole_occipital_surfarea,,,ba44_exvivo_numvert,,g&s_occipital_inf_numvert,entorhinal_numvert,fusiform_numvert,pole_occipital_surfarea,,,ba44_exvivo_numvert,,wm-rh-inferiorparietal
,,,g&s_occipital_inf_surfarea,entorhinal_surfarea,fusiform_surfarea,pole_temporal_surfarea,,,ba44_exvivo_surfarea,,g&s_occipital_inf_surfarea,entorhinal_surfarea,fusiform_surfarea,pole_temporal_surfarea,,,ba44_exvivo_surfarea,,wm-rh-inferiortemporal
,,,g&s_occipital_inf_thickavg,entorhinal_thickavg,fusiform_thickavg,s_calcarine_surfarea,,,ba44_exvivo_thickavg,,g&s_occipital_inf_thickavg,entorhinal_thickavg,fusiform_thickavg,s_calcarine_surfarea,,,ba44_exvivo_thickavg,,wm-rh-insula
,,,g&s_occipital_inf_thickstd,entorhinal_thickstd,fusiform_thickstd,s_central_surfarea,,,ba44_exvivo_thickstd,,g&s_occipital_inf_thickstd,entorhinal_thickstd,fusiform_thickstd,s_central_surfarea,,,ba44_exvivo_thickstd,,wm-rh-isthmuscingulate
,,,g&s_paracentral_curvind,frontalpole_curvind,inferiorparietal_curvind,s_cingul-marginalis_surfarea,,,ba45_exvivo_curvind,,g&s_paracentral_curvind,frontalpole_curvind,inferiorparietal_curvind,s_cingul-marginalis_surfarea,,,ba45_exvivo_curvind,,wm-rh-lateraloccipital
,,,g&s_paracentral_foldind,frontalpole_foldind,inferiorparietal_foldind,s_circular_insula_ant_surfarea,,,ba45_exvivo_foldind,,g&s_paracentral_foldind,frontalpole_foldind,inferiorparietal_foldind,s_circular_insula_ant_surfarea,,,ba45_exvivo_foldind,,wm-rh-lateralorbitofrontal
,,,g&s_paracentral_gauscurv,frontalpole_gauscurv,inferiorparietal_gauscurv,s_circular_insula_inf_surfarea,,,ba45_exvivo_gauscurv,,g&s_paracentral_gauscurv,frontalpole_gauscurv,inferiorparietal_gauscurv,s_circular_insula_inf_surfarea,,,ba45_exvivo_gauscurv,,wm-rh-lingual
,,,g&s_paracentral_grayvol,frontalpole_grayvol,inferiorparietal_grayvol,s_circular_insula_sup_surfarea,,,ba45_exvivo_grayvol,,g&s_paracentral_grayvol,frontalpole_grayvol,inferiorparietal_grayvol,s_circular_insula_sup_surfarea,,,ba45_exvivo_grayvol,,wm-rh-medialorbitofrontal
,,,g&s_paracentral_meancurv,frontalpole_meancurv,inferiorparietal_meancurv,s_collat_transv_ant_surfarea,,,ba45_exvivo_meancurv,,g&s_paracentral_meancurv,frontalpole_meancurv,inferiorparietal_meancurv,s_collat_transv_ant_surfarea,,,ba45_exvivo_meancurv,,wm-rh-middletemporal
,,,g&s_paracentral_numvert,frontalpole_numvert,inferiorparietal_numvert,s_collat_transv_post_surfarea,,,ba45_exvivo_numvert,,g&s_paracentral_numvert,frontalpole_numvert,inferiorparietal_numvert,s_collat_transv_post_surfarea,,,ba45_exvivo_numvert,,wm-rh-paracentral
,,,g&s_paracentral_surfarea,frontalpole_surfarea,inferiorparietal_surfarea,s_front_inf_surfarea,,,ba45_exvivo_surfarea,,g&s_paracentral_surfarea,frontalpole_surfarea,inferiorparietal_surfarea,s_front_inf_surfarea,,,ba45_exvivo_surfarea,,wm-rh-parahippocampal
,,,g&s_paracentral_thickavg,frontalpole_thickavg,inferiorparietal_thickavg,s_front_middle_surfarea,,,ba45_exvivo_thickavg,,g&s_paracentral_thickavg,frontalpole_thickavg,inferiorparietal_thickavg,s_front_middle_surfarea,,,ba45_exvivo_thickavg,,wm-rh-parsopercularis
,,,g&s_paracentral_thickstd,frontalpole_thickstd,inferiorparietal_thickstd,s_front_sup_surfarea,,,ba45_exvivo_thickstd,,g&s_paracentral_thickstd,frontalpole_thickstd,inferiorparietal_thickstd,s_front_sup_surfarea,,,ba45_exvivo_thickstd,,wm-rh-parsorbitalis
,,,g&s_subcentral_curvind,fusiform_curvind,inferiortemporal_curvind,s_interm_prim-jensen_surfarea,,,ba4a_exvivo_curvind,,g&s_subcentral_curvind,fusiform_curvind,inferiortemporal_curvind,s_interm_prim-jensen_surfarea,,,ba4a_exvivo_curvind,,wm-rh-parstriangularis
,,,g&s_subcentral_foldind,fusiform_foldind,inferiortemporal_foldind,s_intrapariet&p_trans_surfarea,,,ba4a_exvivo_foldind,,g&s_subcentral_foldind,fusiform_foldind,inferiortemporal_foldind,s_intrapariet&p_trans_surfarea,,,ba4a_exvivo_foldind,,wm-rh-pericalcarine
,,,g&s_subcentral_gauscurv,fusiform_gauscurv,inferiortemporal_gauscurv,s_oc-temp_lat_surfarea,,,ba4a_exvivo_gauscurv,,g&s_subcentral_gauscurv,fusiform_gauscurv,inferiortemporal_gauscurv,s_oc-temp_lat_surfarea,,,ba4a_exvivo_gauscurv,,wm-rh-postcentral
,,,g&s_subcentral_grayvol,fusiform_grayvol,inferiortemporal_grayvol,s_oc-temp_med&lingual_surfarea,,,ba4a_exvivo_grayvol,,g&s_subcentral_grayvol,fusiform_grayvol,inferiortemporal_grayvol,s_oc-temp_med&lingual_surfarea,,,ba4a_exvivo_grayvol,,wm-rh-posteriorcingulate
,,,g&s_subcentral_meancurv,fusiform_meancurv,inferiortemporal_meancurv,s_oc_middle&lunatus_surfarea,,,ba4a_exvivo_meancurv,,g&s_subcentral_meancurv,fusiform_meancurv,inferiortemporal_meancurv,s_oc_middle&lunatus_surfarea,,,ba4a_exvivo_meancurv,,wm-rh-precentral
,,,g&s_subcentral_numvert,fusiform_numvert,inferiortemporal_numvert,s_oc_sup&transversal_surfarea,,,ba4a_exvivo_numvert,,g&s_subcentral_numvert,fusiform_numvert,inferiortemporal_numvert,s_oc_sup&transversal_surfarea,,,ba4a_exvivo_numvert,,wm-rh-precuneus
,,,g&s_subcentral_surfarea,fusiform_surfarea,inferiortemporal_surfarea,s_occipital_ant_surfarea,,,ba4a_exvivo_surfarea,,g&s_subcentral_surfarea,fusiform_surfarea,inferiortemporal_surfarea,s_occipital_ant_surfarea,,,ba4a_exvivo_surfarea,,wm-rh-rostralanteriorcingulate
,,,g&s_subcentral_thickavg,fusiform_thickavg,inferiortemporal_thickavg,s_orbital-h_shaped_surfarea,,,ba4a_exvivo_thickavg,,g&s_subcentral_thickavg,fusiform_thickavg,inferiortemporal_thickavg,s_orbital-h_shaped_surfarea,,,ba4a_exvivo_thickavg,,wm-rh-rostralmiddlefrontal
,,,g&s_subcentral_thickstd,fusiform_thickstd,inferiortemporal_thickstd,s_orbital_lateral_surfarea,,,ba4a_exvivo_thickstd,,g&s_subcentral_thickstd,fusiform_thickstd,inferiortemporal_thickstd,s_orbital_lateral_surfarea,,,ba4a_exvivo_thickstd,,wm-rh-superiorfrontal
,,,g&s_transv_frontopol_curvind,inferiorparietal_curvind,insula_curvind,s_orbital_med-olfact_surfarea,,,ba4p_exvivo_curvind,,g&s_transv_frontopol_curvind,inferiorparietal_curvind,insula_curvind,s_orbital_med-olfact_surfarea,,,ba4p_exvivo_curvind,,wm-rh-superiorparietal
,,,g&s_transv_frontopol_foldind,inferiorparietal_foldind,insula_foldind,s_parieto_occipital_surfarea,,,ba4p_exvivo_foldind,,g&s_transv_frontopol_foldind,inferiorparietal_foldind,insula_foldind,s_parieto_occipital_surfarea,,,ba4p_exvivo_foldind,,wm-rh-superiortemporal
,,,g&s_transv_frontopol_gauscurv,inferiorparietal_gauscurv,insula_gauscurv,s_pericallosal_surfarea,,,ba4p_exvivo_gauscurv,,g&s_transv_frontopol_gauscurv,inferiorparietal_gauscurv,insula_gauscurv,s_pericallosal_surfarea,,,ba4p_exvivo_gauscurv,,wm-rh-supramarginal
,,,g&s_transv_frontopol_grayvol,inferiorparietal_grayvol,insula_grayvol,s_postcentral_surfarea,,,ba4p_exvivo_grayvol,,g&s_transv_frontopol_grayvol,inferiorparietal_grayvol,insula_grayvol,s_postcentral_surfarea,,,ba4p_exvivo_grayvol,,wm-rh-temporalpole
,,,g&s_transv_frontopol_meancurv,inferiorparietal_meancurv,insula_meancurv,s_precentral-inf-part_surfarea,,,ba4p_exvivo_meancurv,,g&s_transv_frontopol_meancurv,inferiorparietal_meancurv,insula_meancurv,s_precentral-inf-part_surfarea,,,ba4p_exvivo_meancurv,,wm-rh-transversetemporal
,,,g&s_transv_frontopol_numvert,inferiorparietal_numvert,insula_numvert,s_precentral-sup-part_surfarea,,,ba4p_exvivo_numvert,,g&s_transv_frontopol_numvert,inferiorparietal_numvert,insula_numvert,s_precentral-sup-part_surfarea,,,ba4p_exvivo_numvert,,
,,,g&s_transv_frontopol_surfarea,inferiorparietal_surfarea,insula_surfarea,s_suborbital_surfarea,,,ba4p_exvivo_surfarea,,g&s_transv_frontopol_surfarea,inferiorparietal_surfarea,insula_surfarea,s_suborbital_surfarea,,,ba4p_exvivo_surfarea,,
,,,g&s_transv_frontopol_thickavg,inferiorparietal_thickavg,insula_thickavg,s_subparietal_surfarea,,,ba4p_exvivo_thickavg,,g&s_transv_frontopol_thickavg,inferiorparietal_thickavg,insula_thickavg,s_subparietal_surfarea,,,ba4p_exvivo_thickavg,,
,,,g&s_transv_frontopol_thickstd,inferiorparietal_thickstd,insula_thickstd,s_temporal_inf_surfarea,,,ba4p_exvivo_thickstd,,g&s_transv_frontopol_thickstd,inferiorparietal_thickstd,insula_thickstd,s_temporal_inf_surfarea,,,ba4p_exvivo_thickstd,,
